dcterms:identifier,AI Title,Subjects,subj,wikidata,Description,xml,ARK ID(2),thumbnail,dcterms:title,Title,Type,HebrewDate,Hebrew Date,dcterms:date,unixtime,date written,hasFormat,Link,Ark,Collection,Collection uri,Duplicate,Refers to the Occident,dcterms:identifier 2,dcterms:identifier 2 1,dcterms:creator,dcterms:creator 1,dcterms:creator 2,dcterms:creator 3,dcterms:creator 4,dcterms:creator 5,dcterms:creator 6,dcterms:creator 7,dcterms:creator 8,dcterms:creator 9,dcterms:creator 10,dcterms:creator 11,dcterms:creator 12,dcterms:creator 13,"dcterms:creator,uri",dcterms:source,fromLocation,fromLocationwikidata,dcterms:spatialcoverage,Getty Thesaurus of Geographic Names ID,author latitude,author longitude,toLocation,recipient latitude,recipient longitude,dcterms:contributor,dcterms:contributor 1,dcterms:contributor 2,dcterms:contributor 3,dcterms:format,dcterms:language,Column,bookseller_editor,agent,correspondent,Religious Leader,Christian,Postmaster,URL 2,filepath,Wikibase editing results
LSDCBx2FF3_5,"Letter from M. Mayer to Isaac Leeser Offering a Translation of an Essay on the Trial of Jesus, February 9, 1866","Philippsar, Dr.|The Occident|Trial of Jesus","Philippsar, Dr.","Philippsar, Dr.","Letter from M. Mayer to Reverend Isaac Leeser regarding the submission of a translation of Dr. Philippsar's essay on the trial and condemnation of Jesus for publication in *The Occident*. Mayer sends the first installment of the translation, about one-fifth of the whole, and offers to send more to complete the work in four months.  He also requests the return of the manuscript if *The Occident* is not interested.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF3_5.xml,ark:/81431/p37m04m03,"https://iiif-images.library.upenn.edu/iiif/2/6b558550-1974-4993-b4fc-6168eb015049%2Faccess/full/!600,600/0/default.jpg","Letter from M. Mayer to Isaac Leeser;February 09, 1866","Letter to Isaac Leeser from Mayer, M.;February 09, 1866",Letter,כ״ד בִּשְׁבָט תרכ״ו,,1866-02-09,-3278534400,"February 09, 1866",https://colenda.library.upenn.edu/items/ark:/81431/p37m04m03/manifest,https://colenda.library.upenn.edu/catalog/81431-p37m04m03,ark:/81431/p37m04m03,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f3_0005,,M. Mayer,"Mayer, M.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF3_5,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
LSDCBx1FF10_27,Concerning a Mistaken Payment and Subscription Discontinuation,Subscription payments|Misunderstandings in communication|Jewish newspapers and periodicals,Subscription payments,Subscription payments,"Letter from Benjamin Franklin Peixotto to Isaac Leeser concerning a mistakenly sent subscription payment of three dollars.  Peixotto explains that the payment was initially sent to Mr. Robt Lyon in New York by Mr. Ger A Davis at the request of a person who had difficulty speaking English and misunderstood the difference between ""As"" and ""Ox."" The letter clarifies the situation and forwards the corrected payment from Mr. G. Straus, who also requests discontinuation of his subscription.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF10_27.xml,ark:/81431/p3gb1z35h,"https://iiif-images.library.upenn.edu/iiif/2/841287fe-80bd-45a0-ba3a-b319be9ad618%2Faccess/full/!600,600/0/default.jpg","Letter from Benjamin Franklin Peixotto to Isaac Leeser;May 03, 1853","Letter to Isaac Leeser from Peixotto, Benjamin Franklin;May 03, 1853",Letter,כ״ה בְּנִיסָן תרי״ג,3 May 5611,1853-05-03,-3681590400,"May 03, 1853",https://colenda.library.upenn.edu/items/ark:/81431/p3gb1z35h/manifest,https://colenda.library.upenn.edu/catalog/81431-p3gb1z35h,ark:/81431/p3gb1z35h,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f10_0027,,Benjamin Franklin Peixotto,Benjamin Franklin Peixotto,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q16130796,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF10_27,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s).,English,English,,,,,,,,,
LSKAP-24June1857,,"Jewish cemeteries|Cincinnati, Ohio|The Occident",Jewish cemeteries,Jewish cemeteries,"Two-page letter written by J. C. from Chicago to Isaac Leeser, editor of The Occident in Philadelphia, on June 24, 1857.  The writer sends a copy of a newspaper article from the Deborah (published in Cincinnati) about the dedication of a new Jewish cemetery and requests that Leeser publish it in his newspaper for the benefit of the Jewish community.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP-24June1857.xml,,,"Letter from J. C. to Isaac Leeser;June 24, 1857","Letter to Isaac Leeser from J. C.;June 24, 1857",Letter,ב׳ בְּתַמּוּז תרי״ז,,1857-06-24,-3550867200,"June 24, 1857",,,,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,kaplan_kestenbaum_lot_252_six_leeser_letters_120811_007a,,J. C.,J. C.,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP-24June1857,Chicago,Q1297,Chicago,7013596,41.85003,-87.65005,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 1 sheet(s).,English,,,,,,,,kaplan_kestenbaum_lot_252_six_leeser_lette|kaplan_kestenbaum_lot_252_six_leeser_lette,,
LSDCBx2FF1_31,"Subscription Payment to *The Occident*, 1854","Occident|Subscriptions|Bethania, NC",Occident,Occident,"Letter from L. H. Levingston of Bethania, NC to Isaac Leeser in Philadelphia, PA.  Levingston encloses three dollars for a year's subscription to *The Occident*.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF1_31.xml,ark:/81431/p3q23rk9d,"https://iiif-images.library.upenn.edu/iiif/2/b16cc552-fd0b-4452-8223-9b31a52e2e6a%2Faccess/full/!600,600/0/default.jpg","Letter from L. H. Levingston to Isaac Leeser;April 14, 1854","Letter to Isaac Leeser from Levingston, L. H.;April 14, 1854",Letter,ט״ז בְּנִיסָן תרי״ד,,1854-04-14,-3651696000,"April 14, 1854",https://colenda.library.upenn.edu/items/ark:/81431/p3q23rk9d/manifest,https://colenda.library.upenn.edu/catalog/81431-p3q23rk9d,ark:/81431/p3q23rk9d,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f1_0032,,L. H. Levingston,"Levingston, L. H.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF1_31,Bethania,Q831168,Bethania,,36.18236,-80.33811,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s).,English,English,,,,,,,,,
LSDCBx2FF9_51,"Letter from Louis Spanier to Isaac Leeser, December 4, 1862",Financial transactions|Jewish liturgy|Family matters,Financial transactions,Financial transactions,"Letter from Louis Spanier of Albany, NY to Isaac Leeser in Philadelphia, PA. Spanier encloses a draft for $14 due to Leeser. He regrets that the price of Portuguese Machsorim is too high for him to purchase. He mentions that his eldest daughter Leah is married to Mr. S. Hamm of New York and lives at No. 54 West 22nd Street. He expresses his happiness to see Leeser next summer. His wife and son send their respects.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF9_51.xml,ark:/81431/p3416tk1w,"https://iiif-images.library.upenn.edu/iiif/2/ac8503f0-5ed1-4116-9847-ad0b356add7f%2Faccess/full/!600,600/0/default.jpg","Letter from Louis Spanier to Isaac Leeser;December 04, 1862","Letter to Isaac Leeser from Spanier, Louis;December 04, 1862",Letter,י״ב בְּכִסְלֵו תרכ״ג,,1862-12-04,-3379017600,"December 04, 1862",https://colenda.library.upenn.edu/items/ark:/81431/p3416tk1w/manifest,https://colenda.library.upenn.edu/catalog/81431-p3416tk1w,ark:/81431/p3416tk1w,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f9_0050,,Louis Spanier,Louis Spanier,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF9_51,Albany,Q24861,Albany,7013266,42.65258,-73.75623,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
LSKAP0202,Defense of Actions and Position within Beth Elohim Congregation,"Beth Elohim Congregation, Charleston|Occident (journal)|Judaism","Beth Elohim Congregation, Charleston","Beth Elohim Congregation, Charleston","Letter from Julius Eckman to Isaac Leeser, written in Charleston, South Carolina on May 13, 1851, concerning a previous article in the Occident. Eckman defends his actions and beliefs, explaining his election to a position despite differing views. The letter includes a note by the editor of the Occident discussing the publication of opposing viewpoints and the difficulty of mediating between conflicting opinions within the Jewish community. The editor expresses admiration for Eckman's courage but also critiques his actions.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP0202.xml,ark:/81431/p3h75z,"https://iiif-images.library.upenn.edu/iiif/2/8a1ba006-f338-4100-a4aa-255f5addffd0%2Faccess/full/!600,600/0/default.jpg","Letter from Julius Eckman to Isaac Leeser;May 13, 1851","Letter to Isaac Leeser from Eckman, Julius;May 13, 1851",Letter,י״א בְּאִיָיר תרי״א,5611,1851-05-13,-3743884800,"May 13, 1851",https://colenda.library.upenn.edu/items/ark:/81431/p3h75z/manifest,https://colenda.library.upenn.edu/catalog/81431-p3h75z,ark:/81431/p3h75z,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,LSKAP0202,,Julius Eckman,Julius Eckman,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15437492,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP0202,Charleston,Q47716,Charleston,7013582,32.77657,-79.93092,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 4 page(s) on 2 sheet(s).,English,English,,,,,,,LSKAP0202_1r.jpg|LSKAP0202_1v.jpg|LSKAP0202_2r.jpg|LSKAP0202_2v.jpg,,
LSKAP20-1056,,Wisdom|Hebrew language|Biography,Wisdom,Wisdom,"Two-page letter written in September 1857 from Berlin to Philadelphia. The letter is addressed to the reader and discusses the life of a great man, weaving together events of his life with the progress of wisdom and learning over the past seventy years.  The writer highlights the man's works and deeds, emphasizing his contributions to knowledge and the dissemination of truth.  The letter expresses a desire to commemorate this wise man in the Hebrew language, praising his wisdom, justice, and righteousness.  The letter contains handwritten notes and annotations in Hebrew.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP20-1056.xml,,,Letter from Isaac Leeser;September 1857,,Letter,,,1857-09,-3544905600,,,,,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,leeser_20_1056,,Isaac Leeser,Isaac Leeser,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1673417,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP20-1056,Berlin,,Philadelphia,,52.52437,13.41053,Philadelphia,39.95233,-75.16379,,,,,Letter. 2 page(s) on 1 sheet(s).,English | Hebrew,English | Hebrew,,,,,,,leeser_20_1056_001.jpg|leeser_20_1056_002.jpg|leeser_20_1056_003.jpg|leeser_20_1056_004.jpg,,
LSDCBx2FF11_56,"Payment to Isaac Leeser from Dovale & Co., November 8, 1864",Finance|Business correspondence|Payments,Finance,Finance,"Letter from Dovale & Co. in New York City to Reverend Isaac Leeser in Philadelphia. The letter informs Leeser that the amount due for the account of Mr. E. Rodreguez to December 21 is $78, with an additional $39.75 for clothing and $0.35 per Mr. Osorio's statement, totaling $118.10.  Dovale & Co. enclosed a check #10764 on the Bank of America for this amount and requests Leeser to acknowledge receipt. They also ask Leeser to inform them of future payments and amounts due so they can remit accordingly.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF11_56.xml,ark:/81431/p3dv1d795,"https://iiif-images.library.upenn.edu/iiif/2/b5e3a7c8-d611-4238-aca0-852936448ca0%2Faccess/full/!600,600/0/default.jpg","Letter from Dovale & Co. to Isaac Leeser;November 08, 1864","Letter to Isaac Leeser from Dovale & Co.;November 08, 1864",Letter,ט׳ בְּחֶשְׁוָן תרכ״ה,,1864-11-08,-3318105600,"November 08, 1864",https://colenda.library.upenn.edu/items/ark:/81431/p3dv1d795/manifest,https://colenda.library.upenn.edu/catalog/81431-p3dv1d795,ark:/81431/p3dv1d795,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f11_0055,,Dovale & Co.,Dovale & Co.,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF11_56,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
LSDCBx1FF6_41,Concerns Regarding Reform Judaism in America,Jewish Reform Movement in America|Traditional Jewish Practices|American Judaism,Jewish Reform Movement in America,Jewish Reform Movement in America,"Nine-page letter from Isaac M. Slatky in Buffalo, NY, to Isaac Leeser in Philadelphia, PA. Slatky expresses concern regarding reforms within American Jewish communities, particularly those impacting prayer services and the established order. He discusses his perspective on the need to maintain tradition and expresses reservations about changes he perceives as disruptive to established practices.  The letter is written in both Hebrew and English, with the Hebrew text often supplementing or clarifying points made in English. The writer shows a strong attachment to traditional practices and expresses worry about the potential erosion of established customs.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF6_41.xml,ark:/81431/p3fq9qv7z,"https://iiif-images.library.upenn.edu/iiif/2/3132fa03-34b0-476d-9139-b3c62b417b82%2Faccess/full/!600,600/0/default.jpg","Letter from Isaac M. Slatkin to Isaac Leeser;June 04, 1849","Letter to Isaac Leeser from Slatkin, Isaac M.;June 04, 1849",Letter,י״ד בְּסִיוָן תר״ט,14 Sivan 5609,1849-06-04,-3805056000,"June 04, 1849",https://colenda.library.upenn.edu/items/ark:/81431/p3fq9qv7z/manifest,https://colenda.library.upenn.edu/catalog/81431-p3fq9qv7z,ark:/81431/p3fq9qv7z,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f6_0038,ilcajs_b1f6,Isaac M. Slatkin,"Slatkin, Isaac M.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF6_41,Buffalo,Q40435,Buffalo,7013463,42.88645,-78.87837,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 9 page(s).,English | Hebrew,English | Hebrew,,,,,,,ilcajs_b1f6_0038_1r.jpg|ilcajs_b1f6_0038_1v.jpg|ilcajs_b1f6_0038_2r.jpg|ilcajs_b1f6_0038_2v.jpg,sceti\current_projects\Leeser\ilcajs_b1f6\ilcajs_b1f6_0038_1r.tif|sceti\current_projects\Leeser\ilcajs_b1f6\ilcajs_b1f6_0038_1v.tif|sceti\current_projects\Leeser\ilcajs_b1f6\ilcajs_b1f6_0038_2r.tif|sceti\current_projects\Leeser\ilcajs_b1f6\ilcajs_b1f6_0038_2v.tif,
LSTCAT_item133,Critique of the Advent Movement,Religious interpretations|Advent movement|Criticism of religious movements,Religious interpretations,Religious interpretations,"Eight-page letter from Rex to Isaac Leeser, written in Philadelphia, Pennsylvania in 1847.  The letter critiques the Advent lectures Rex attended at Niblo's, arguing against the Adventists' interpretations of scripture and their views on the Jews and the Catholic Church.  Rex emphasizes the importance of practical action and goodness over mere belief and imagination. The letter also discusses the prophecies of Zechariah and the meaning of ""Jerusalem.""",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSTCAT_item133.xml,ark:/81431/p3d21s48z,"https://iiif-images.library.upenn.edu/iiif/2/edcedcc2-de48-483b-b3cd-1d63edc06d94%2Faccess/full/!600,600/0/default.jpg",Letter from Rex to Isaac Leeser,,Letter,,,1847?,,,https://colenda.library.upenn.edu/items/ark:/81431/p3d21s48z/manifest,https://colenda.library.upenn.edu/catalog/81431-p3d21s48z,ark:/81431/p3d21s48z,The Jesselson Family Collection of Isaac Leeser Material,http://www.wikidata.org/wiki/Q125097480,,,il_tcat_item133,,Rex,Rex,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSTCAT_item133,,,Philadelphia,,,,Philadelphia,,,Isaac Leeser,Isaac Leeser,,,Letter. 8 page(s) on 16 sheet(s).,English,English,,,,,,,il_tcat_item133_wk1_body0001.jpg|il_tcat_item133_wk1_body0002.jpg|il_tcat_item133_wk1_body0003.jpg|il_tcat_item133_wk1_body0004.jpg|il_tcat_item133_wk1_body0005.jpg|il_tcat_item133_wk1_body0006.jpg|il_tcat_item133_wk1_body0007.jpg|il_tcat_item133_wk1_body0008.jpg|il_tcat_item133_wk1_body0009.jpg|il_tcat_item133_wk1_body0010.jpg|il_tcat_item133_wk1_body0011.jpg|il_tcat_item133_wk1_body0012.jpg|il_tcat_item133_wk1_body0013.jpg|il_tcat_item133_wk1_body0014.jpg|il_tcat_item133_wk1_body0015.jpg|il_tcat_item133_wk1_body0016.jpg,,
LSDCBx2FF2_37,Proposal for a Joint Publishing Venture of Hebrew Schoolbooks,Hebrew school books|Joint publishing ventures|education,Hebrew school books,Hebrew school books,"Letter from Abraham de Sola to Isaac Leeser, written in Montreal on September 29, 1855. De Sola proposes a joint publishing venture to produce a series of Hebrew school books, including a grammar, reader, history of the Jews, and introduction to the scriptures. He suggests they each invest $1000 and that he will handle the literary labor and assist in preparing the books for press. He also mentions his previous translation of Templo's Hebrew grammar and the sales of his prayer books.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF2_37.xml,ark:/81431/p36689808,"https://iiif-images.library.upenn.edu/iiif/2/6375a238-abcd-495f-ac52-a4d86f459dcf%2Faccess/full/!600,600/0/default.jpg","Letter from Abraham de Sola to Isaac Leeser;September 29, 1855","Letter to Isaac Leeser from Sola, Abraham de;September 29, 1855",Letter,י״ז בְּתִשְׁרֵי תרט״ז,29 September 5615,1855-09-29,-3605644800,"September 29, 1855",https://colenda.library.upenn.edu/items/ark:/81431/p36689808/manifest,https://colenda.library.upenn.edu/catalog/81431-p36689808,ark:/81431/p36689808,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f2_0036,ilcajs_b2f2,Abraham de Sola,Abraham de Sola,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2821870,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF2_37,Montreal,Q340,Montreal,7013051,45.50884,-73.58781,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 3 page(s) on 2 sheet(s).,English,English,,,,,,,ilcajs_b2f2_0036_1r.jpg|ilcajs_b2f2_0036_1v.jpg|ilcajs_b2f2_0036_2r.jpg,sceti\current_projects\Leeser\ilcajs_b2f2\ilcajs_b2f2_0036_1r.tif|sceti\current_projects\Leeser\ilcajs_b2f2\ilcajs_b2f2_0036_1v.tif|sceti\current_projects\Leeser\ilcajs_b2f2\ilcajs_b2f2_0036_2r.tif,
LSDCBx2FF4_49,"Payment for S. Feinberg: H. Mayer & Co. to Isaac Leeser, June 8, 1857","Finance|Business correspondence|San Antonio, Texas",Finance,Finance,"A one-page letter from H. Mayer & Co. in New York City to Reverend Isaac Leeser in Philadelphia. The letter encloses eight dollars for the account of S. Feinberg in San Antonio, Texas and requests acknowledgement of receipt by return mail.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF4_49.xml,ark:/81431/p3gq6rn7v,"https://iiif-images.library.upenn.edu/iiif/2/b9c75745-55e6-4fdf-9d88-801848268cf0%2Faccess/full/!600,600/0/default.jpg","Letter from H. Mayer & Co. to Isaac Leeser;June 08, 1857","Letter to Isaac Leeser from H. Mayer & Co.;June 08, 1857",Letter,ט״ז בְּסִיוָן תרי״ז,,1857-06-08,-3552249600,"June 08, 1857",https://colenda.library.upenn.edu/items/ark:/81431/p3gq6rn7v/manifest,https://colenda.library.upenn.edu/catalog/81431-p3gq6rn7v,ark:/81431/p3gq6rn7v,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f4_0045,,H. Mayer & Co.,H. Mayer & Co.,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF4_49,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
LSKAP0097,Request for Introductions in Philadelphia,Jewish community in Philadelphia|Social connections|Personal relationships,Jewish community in Philadelphia,Jewish community in Philadelphia,"Joseph S. Freedman writes to Isaac Leeser from Detroit, Michigan on June 7, 1853, requesting an introduction to respectable Jewish families in Philadelphia.  Freedman explains his desire to form a personal connection, not a business one, and expresses a preference for families of American birth or upbringing. He also includes a note about a payment for books, enclosing $3 on behalf of Mr. Bressler.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP0097.xml,ark:/81431/p34n15,"https://iiif-images.library.upenn.edu/iiif/2/1b87f5da-d442-4c9d-bb28-580529ffa247%2Faccess/full/!600,600/0/default.jpg","Letter from Joseph Freedman to Isaac Leeser;June 07, 1853","Letter to Isaac Leeser from Freedman, Joseph;June 07, 1853",Letter,א׳ בְּסִיוָן תרי״ג,,1853-06-07,-3678566400,"June 07, 1853",https://colenda.library.upenn.edu/items/ark:/81431/p34n15/manifest,https://colenda.library.upenn.edu/catalog/81431-p34n15,ark:/81431/p34n15,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,LSKAP0097,,Joseph Freedman,Joseph Freedman,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP0097,Detroit,Q12439,Detroit,7013547,42.33143,-83.04575,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 1 sheet(s).,English | Hebrew,English | Hebrew,,,,,,,LSKAP0097_1r.jpg|LSKAP0097_1v.jpg|LSKAP0097_2v.jpg,,
LSDCBx3FF14_9,"Cecilia E. Cohen to Isaac Leeser, June 19",Obituaries|Family news|Sabbath lectures,Obituaries,Obituaries,"A letter from Cecilia E. Cohen to Isaac Leeser, written in Baltimore on June 19th, enclosing an obituary notice of her uncle Sam for Leeser's approval.  She also mentions attending to a request from a young friend and expresses regret at missing Leeser's upcoming Sabbath lecture.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx3FF14_9.xml,ark:/81431/p3c53fh87,"https://iiif-images.library.upenn.edu/iiif/2/43eb11eb-bc00-43e8-8516-512c8065b881%2Faccess/full/!600,600/0/default.jpg",Letter from Cecilia E. Cohen to Isaac Leeser,"Letter; Cohen, Cecilia E.; Leeser, Isaac, Rev.; Baltimore, MD; undated",Letter,,,19 June,,,https://colenda.library.upenn.edu/items/ark:/81431/p3c53fh87/manifest,https://colenda.library.upenn.edu/catalog/81431-p3c53fh87,ark:/81431/p3c53fh87,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b3f14_wk1_body0024,,Cecilia E. Cohen,Cecilia E. Cohen,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx3FF14_9,Baltimore,Q5092,Baltimore,7013352,39.29038,-76.61219,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
LSDCBx1FF9_64,Letter from C. Nussbaum to Isaac Leeser Regarding an Etrog and Other Matters (1852),Citrons|Prayer books|Pentateuch,Citrons,Citrons,"Letter from C. Nussbaum to Reverend Isaac Leeser, written in New York City on the night after Yom Kippur 1852. Nussbaum informs Leeser that he has sent him a citron as requested, and asks for three unbound prayer books and a set of unbound Pentateuchs. He also inquires about a potential customer from Nashville and asks for recommendations to other potential customers.  The letter also contains a brief discussion regarding a report about Marcosson that is apparently untrue.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF9_64.xml,,,"Letter from C. Nussbaum to Isaac Leeser;January 01, 1852","Letter to Isaac Leeser from Nussbaum, C.;January 01, 1852",Letter,ט׳ בְּטֵבֵת תרי״ב,,1852-01-01,-3723753600,"January 01, 1852",,,,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,,,C. Nussbaum,"Nussbaum, C.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF9_64,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s).,English,English,,,,,,,,,
LSDCBx3FF7_8,Rebecca Gratz's Request to Isaac Leeser Regarding a Periodical Exchange,Archives Israelite|The Occident|Jewish pamphlet,Archives Israelite,Archives Israelite,"Rebecca Gratz writes to Isaac Leeser to ask him to exchange copies of *The Occident* with Monsieur Cohen, editor of the *Archives Israelite*.  Gratz explains that she has promised to make the arrangement and has repeatedly forgotten to do so during previous visits to Philadelphia.  The letter mentions that more important matters have intervened, causing the exchange to be put aside.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx3FF7_8.xml,ark:/81431/p3b85410v,"https://iiif-images.library.upenn.edu/iiif/2/02502aa7-4b1c-4864-9ab5-c139ab05d39a%2Faccess/full/!600,600/0/default.jpg",Letter from Rebecca Gratz to Isaac Leeser,"Letter; Gratz, Rebecca; Leeser, Isaac, Rev.; Philadelphia, PA; undated",Letter,,,5 May,,,https://colenda.library.upenn.edu/items/ark:/81431/p3b85410v/manifest,https://colenda.library.upenn.edu/catalog/81431-p3b85410v,ark:/81431/p3b85410v,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b3f7_0010,,Rebecca Gratz,Rebecca Gratz,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2134925,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx3FF7_8,,,Philadelphia,,,,Philadelphia,,,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 1 sheet(s).,English,English,,,,,,,ilcajs_b3f7_0010_1r.jpg|ilcajs_b3f7_0010_1v.jpg,,
